source_file,text,links,html,field_name
mis.bogazici.edu.tr_content_bilgin-metin.html,"Metin, B., Cicekoglu, O. (2003), ""Tarmy-Ghausi (TG) Circuit Suitable for Higher Frequency of Operation"", Frequenz Journal of Telecommunication, Vol: 57, No: 7-8, pp. 168-171 (SCIE) .",,"<li>Metin, B., Cicekoglu, O. (2003), ""Tarmy-Ghausi (TG) Circuit Suitable for Higher Frequency of Operation"", Frequenz Journal of Telecommunication, Vol: 57, No: 7-8, pp. 168-171 (SCIE) .</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_bilgin-metin.html,None,,,field-name-field-books-book
mis.bogazici.edu.tr_content_bilgin-metin.html,"Metin, B., Erkan, S., Atasu, İ., Yılmaz, E. (2019), ""Privacy Impact Assessment as a Tool for GDPR Compliance Preparation"", Kişisel Verileri Koruma Dergisi, Cilt: 1, Sayı: 2, ss. 75-86.",,"<li>Metin, B., Erkan, S., Atasu, İ., Yılmaz, E. (2019), ""Privacy Impact Assessment as a Tool for GDPR Compliance Preparation"", Kişisel Verileri Koruma Dergisi, Cilt: 1, Sayı: 2, ss. 75-86.<br/> </li>",field-name-field-national-articles
mis.bogazici.edu.tr_content_bilgin-metin.html,None,,,field-name-field-international-abstracts
mis.bogazici.edu.tr_content_bilgin-metin.html,None,,,field-name-field-national-abstracts
mis.bogazici.edu.tr_content_n-ziya-perdahci.html,Doç. Dr.(Deputy Head of Department),,,field-name-field-body-computed
mis.bogazici.edu.tr_content_n-ziya-perdahci.html,ziya.perdahci@bogazici.edu.tr,,,field-name-field-email
mis.bogazici.edu.tr_content_n-ziya-perdahci.html,B225,,,field-name-field-phone-number
mis.bogazici.edu.tr_content_n-ziya-perdahci.html,None,,,field-name-field-website
mis.bogazici.edu.tr_content_n-ziya-perdahci.html,"Education:Undergraduate:Bogazici University, PhysicsM.A.:Bogazici University, PhysicsPh.D.:Bogazici University, Physics",,,field-name-field-education
mis.bogazici.edu.tr_content_n-ziya-perdahci.html,Courses Taught:MIS 131 - Introduction to Programming and AlgorithmsMIS 134 - Introduction to DatabaseMIS 336 - Business Application Development,,,field-name-field-courses-taught
mis.bogazici.edu.tr_content_n-ziya-perdahci.html,Research Interests:Stochastic Block ModelsUsers’ Interconnectedness AnalyticsCustomer/Product SegmentationStatistical Social Network AnalysisSocial Network CorrelationsTechnology Adoption,,,field-name-field-research-interests
mis.bogazici.edu.tr_content_n-ziya-perdahci.html,"ALTINIŞIK GUNDA ESRA, AYDIN MEHMET NAFİZ, PERDAHÇI NAZIM ZİYA, PASİN MERİH (2023). Network analysis of innovation mentor community of practice. Kybernetes,https://doi.org/10.1108/K-10-2022-1479(SCIE)",https://doi.org/10.1108/K-10-2022-1479,"<li style=""margin-left:8px""><span><span>ALTINIŞIK GUNDA ESRA, AYDIN MEHMET NAFİZ, PERDAHÇI NAZIM ZİYA, PASİN MERİH (2023). Network analysis of innovation mentor community of practice. Kybernetes, <a href=""https://doi.org/10.1108/K-10-2022-1479"" style=""text-decoration:underline"">https://doi.org/10.1108/K-10-2022-1479</a> (SCIE)</span></span></li>",field-name-field-international-article
mis.bogazici.edu.tr_content_n-ziya-perdahci.html,"SÖNMEZ FERDİ, AYDIN UYGAR, PERDAHÇI NAZIM ZİYA (2022). Investigation of university websites from technology acceptance model and information architecture perspective: A case study. Journal of Information Science, 1-17,https://doi.org/10.1177/01655515221094436(SCIE/SSCI)",///Users/perdahci/Library/Mobile%20Documents/com~apple~CloudDocs/BOUN_APPLICATION/10.1177/01655515221094436,"<li style=""margin-left:8px""><span><span>SÖNMEZ FERDİ, AYDIN UYGAR, PERDAHÇI NAZIM ZİYA (2022). Investigation of university websites from technology acceptance model and information architecture perspective: A case study. Journal of Information Science, 1-17, <a href=""///Users/perdahci/Library/Mobile%20Documents/com~apple~CloudDocs/BOUN_APPLICATION/10.1177/01655515221094436"" style=""text-decoration:underline"">https://doi.org/10.1177/01655515221094436</a> (SCIE/SSCI)</span></span></li>",field-name-field-international-article
mis.bogazici.edu.tr_content_n-ziya-perdahci.html,"KAFKAS KENAN, PERDAHÇI NAZIM ZİYA, AYDIN MEHMET NAFİZ (2021). Discovering Customer Purchase Patterns in Product Communities: An Empirical Study on Co-Purchase Behavior in an Online Marketplace. Journal of Theoretical and Applied Electronic Commerce Research, 16(7), 2965-2980.,https://doi.org/10.3390/jtaer16070162(SSCI)",https://doi.org/10.3390/jtaer16070162,"<li style=""margin-left:8px""><span><span>KAFKAS KENAN, PERDAHÇI NAZIM ZİYA, AYDIN MEHMET NAFİZ (2021). Discovering Customer Purchase Patterns in Product Communities: An Empirical Study on Co-Purchase Behavior in an Online Marketplace. Journal of Theoretical and Applied Electronic Commerce Research, 16(7), 2965-2980., <a href=""https://doi.org/10.3390/jtaer16070162"" style=""text-decoration:underline"">https://doi.org/10.3390/jtaer16070162</a> (SSCI)</span></span></li>",field-name-field-international-article
mis.bogazici.edu.tr_content_n-ziya-perdahci.html,"AYDIN MEHMET NAFİZ, PERDAHÇI NAZIM ZİYA (2019). School-wide friendship metadata correlations. Computers & Education, 129(2019), 159-173.,https://doi.org/10.1016/j.compedu.2018.11.001(SCIE/SSCI)",https://doi.org/10.1016/j.compedu.2018.11.001,"<li style=""margin-left:8px""><span><span>AYDIN MEHMET NAFİZ, PERDAHÇI NAZIM ZİYA (2019). School-wide friendship metadata correlations. Computers &amp; Education, 129(2019), 159-173., <a href=""https://doi.org/10.1016/j.compedu.2018.11.001"" style=""text-decoration:underline"">https://doi.org/10.1016/j.compedu.2018.11.001</a> (SCIE/SSCI)</span></span></li>",field-name-field-international-article
mis.bogazici.edu.tr_content_n-ziya-perdahci.html,"PERDAHÇI NAZIM ZİYA, AYDIN MEHMET NAFİZ, KARINIAUSKAITE DZORDANA (2017). Dynamic Loyal Customer Behavior for Community Formation: A Network Science Perspective. Journal of Internet and e-Business Studies, 2017(2017), 1-16.,https://doi.org/10.5171/2017.256375,(Google Scholar)","https://doi.org/10.5171/2017.256375, https://scholar.google.com/citations?view_op=view_citation&hl=en&user=39Z1r9kAAAAJ&sortby=pubdate&citation_for_view=39Z1r9kAAAAJ:geHnlv5EZngC","<li style=""margin-left:8px""><span><span>PERDAHÇI NAZIM ZİYA, AYDIN MEHMET NAFİZ, KARINIAUSKAITE DZORDANA (2017). Dynamic Loyal Customer Behavior for Community Formation: A Network Science Perspective. Journal of Internet and e-Business Studies, 2017(2017), 1-16., <a href=""https://doi.org/10.5171/2017.256375"" style=""text-decoration:underline"">https://doi.org/10.5171/2017.256375</a><span><span style=""text-decoration:underline"">, </span></span>(<a href=""https://scholar.google.com/citations?view_op=view_citation&amp;hl=en&amp;user=39Z1r9kAAAAJ&amp;sortby=pubdate&amp;citation_for_view=39Z1r9kAAAAJ:geHnlv5EZngC"" style=""text-decoration:underline"">Google Scholar</a>)</span></span></li>",field-name-field-international-article
mis.bogazici.edu.tr_content_n-ziya-perdahci.html,"PERDAHÇI NAZIM ZİYA, AYDIN MEHMET NAFİZ (2017). Dynamic network analysis of online interactive platform. Information Systems Frontiers, 21(2), 229-240.,https://doi.org/10.1007/s10796-017-9740-8(SCIE)",https://doi.org/10.1007/s10796-017-9740-8,"<li style=""margin-left:8px""><span><span>PERDAHÇI NAZIM ZİYA, AYDIN MEHMET NAFİZ (2017). Dynamic network analysis of online interactive platform. Information Systems Frontiers, 21(2), 229-240., <a href=""https://doi.org/10.1007/s10796-017-9740-8"" style=""text-decoration:underline"">https://doi.org/10.1007/s10796-017-9740-8</a> (SCIE)</span></span></li>",field-name-field-international-article
mis.bogazici.edu.tr_content_n-ziya-perdahci.html,"AYDIN MEHMET NAFİZ, PERDAHÇI NAZIM ZİYA (2016). Network Analysis of an Interactive Health Network. Journal of Internet Social Networking and Virtual Communities (2016), 1-17, (Google Scholar)",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=39Z1r9kAAAAJ&cstart=20&pagesize=80&sortby=pubdate&citation_for_view=39Z1r9kAAAAJ:YsMSGLbcyi4C,"<li style=""margin-left:8px""><span><span>AYDIN MEHMET NAFİZ, PERDAHÇI NAZIM ZİYA (2016). Network Analysis of an Interactive Health Network. Journal of Internet Social Networking and Virtual Communities (2016), 1-17, (<a href=""https://scholar.google.com/citations?view_op=view_citation&amp;hl=en&amp;user=39Z1r9kAAAAJ&amp;cstart=20&amp;pagesize=80&amp;sortby=pubdate&amp;citation_for_view=39Z1r9kAAAAJ:YsMSGLbcyi4C"" style=""text-decoration:underline"">Google Scholar</a>) </span></span></li>",field-name-field-international-article
mis.bogazici.edu.tr_content_n-ziya-perdahci.html,"PERDAHÇI NAZIM ZİYA, HACINLIYAN AVADİS SİMON (2003). Normal forms and nonlocal chaotic behavior in Sprott systems. International Journal of Engineering Science, 41(10), 1085-1108.,https://doi.org/10.1016/S0020-7225(02)00325-7(SCIE)",https://doi.org/10.1016/S0020-7225(02)00325-7,"<li style=""margin-left:8px""><span><span>PERDAHÇI NAZIM ZİYA, HACINLIYAN AVADİS SİMON (2003). Normal forms and nonlocal chaotic behavior in Sprott systems. International Journal of Engineering Science, 41(10), 1085-1108., <a href=""https://doi.org/10.1016/S0020-7225(02)00325-7"" style=""text-decoration:underline"">https://doi.org/10.1016/S0020-7225(02)00325-7</a> (SCIE)</span></span></li>",field-name-field-international-article
mis.bogazici.edu.tr_content_n-ziya-perdahci.html,"BİROL İNANÇ, HACINLIYAN AVADİS SİMON, PERDAHÇI NAZIM ZİYA (1998). Simulating a dynamical system in the presence of a 1/f noise. International Journal of Engineering Science, 36(3), 265-271.,https://doi.org/10.1016/S0020-7225(97)00067-0(SCIE)",https://doi.org/10.1016/S0020-7225(97)00067-0,"<li style=""margin-left:8px""><span><span>BİROL İNANÇ, HACINLIYAN AVADİS SİMON, PERDAHÇI NAZIM ZİYA (1998). Simulating a dynamical system in the presence of a 1/f noise. International Journal of Engineering Science, 36(3), 265-271., <a href=""https://doi.org/10.1016/S0020-7225(97)00067-0"" style=""text-decoration:underline"">https://doi.org/10.1016/S0020-7225(97)00067-0</a> (SCIE)</span></span></li>",field-name-field-international-article
mis.bogazici.edu.tr_content_n-ziya-perdahci.html,None,,,field-name-field-books-book
mis.bogazici.edu.tr_content_n-ziya-perdahci.html,"DÜZENLİ KEREM, PERDAHÇI NAZIM ZİYA (2024). The role of digitalization in today’s art: A perspective from NFT and artificial intelligence. Journal of Arts, (1), 43-59https://doi.org/10.31566/arts.2291(Copernicus)",https://doi.org/10.31566/arts.2291,"<li style=""margin-left:8px""><span><span>DÜZENLİ KEREM, PERDAHÇI NAZIM ZİYA (2024). The role of digitalization in today’s art: A perspective from NFT and artificial intelligence. Journal of Arts, (1), 43-59 <a href=""https://doi.org/10.31566/arts.2291"" style=""text-decoration:underline"">https://doi.org/10.31566/arts.2291</a><span><span style=""text-decoration:underline""><span style=""text-decoration:none""><span> (</span></span></span></span>Copernicus)</span></span></li>",field-name-field-national-articles
mis.bogazici.edu.tr_content_n-ziya-perdahci.html,"CANCA DENİZ, PERDAHÇI NAZIM ZİYA (2024). User Experience Analysis of an Original Website Designed with Simplicity from the Perspective of Technology Acceptance Model. Acta Infologica, 1(7), 95-106.,https://doi.org/10.26650/acin.1235455(TR-Dizin)",https://doi.org/10.26650/acin.1235455,"<li style=""margin-left:8px""><span><span>CANCA DENİZ, PERDAHÇI NAZIM ZİYA (2024). User Experience Analysis of an Original Website Designed with Simplicity from the Perspective of Technology Acceptance Model. Acta Infologica, 1(7), 95-106., <a href=""https://doi.org/10.26650/acin.1235455"" style=""text-decoration:underline"">https://doi.org/10.26650/acin.1235455</a> (TR-Dizin)</span></span></li>",field-name-field-national-articles
mis.bogazici.edu.tr_content_n-ziya-perdahci.html,"DÜZENLİ KEREM, PERDAHÇI NAZIM ZİYA (2023). Metaverse ve NFT’nin Mimarlığa Etkileri: Geleceğin Yapıları Nasıl Şekillenecek? Eksen, 4 (2), 165-182https://doi.org/10.58317/eksen.1286569",https://doi.org/10.58317/eksen.1286569,"<li style=""margin-left:8px""><span><span>DÜZENLİ KEREM, PERDAHÇI NAZIM ZİYA (2023). Metaverse ve NFT’nin Mimarlığa Etkileri: Geleceğin Yapıları Nasıl Şekillenecek? Eksen, 4 (2), 165-182 <a href=""https://doi.org/10.58317/eksen.1286569"" style=""text-decoration:underline"">https://doi.org/10.58317/eksen.1286569</a></span></span></li>",field-name-field-national-articles
mis.bogazici.edu.tr_content_n-ziya-perdahci.html,"DÜZENLİ KEREM, PERDAHÇI NAZIM ZİYA (2023). Teknolojinin Tasarım ve Sanat Pratiğine Etkisi: NFT ve Metaverse Örneği, İdil, 12 (109), 1249-1262https://dx.doi.org/10.7816/idil-12-109-01",https://dx.doi.org/10.7816/idil-12-109-01,"<li style=""margin-left:8px""><span><span>DÜZENLİ KEREM, PERDAHÇI NAZIM ZİYA (2023). Teknolojinin Tasarım ve Sanat Pratiğine Etkisi: NFT ve Metaverse Örneği, İdil, 12 (109), 1249-1262 <a href=""https://dx.doi.org/10.7816/idil-12-109-01"" style=""text-decoration:underline"">https://dx.doi.org/10.7816/idil-12-109-01</a></span></span></li>",field-name-field-national-articles
mis.bogazici.edu.tr_content_n-ziya-perdahci.html,"KAFKAS KENAN, PERDAHÇI NAZIM ZİYA, AYDIN MEHMET NAFİZ (2021). Ground Truth in Network Communities and Metadata-Aware Community Detection: A Case of School Friendship Network. Alphanumeric Journal (1), 49-62.,https://doi.org/10.17093/alphanumeric.688660(TR-Dizin)",https://doi.org/10.17093/alphanumeric.688660,"<li style=""margin-left:8px""><span><span>KAFKAS KENAN, PERDAHÇI NAZIM ZİYA, AYDIN MEHMET NAFİZ (2021). Ground Truth in Network Communities and Metadata-Aware Community Detection: A Case of School Friendship Network. Alphanumeric Journal (1), 49-62., <a href=""https://doi.org/10.17093/alphanumeric.688660"" style=""text-decoration:underline"">https://doi.org/10.17093/alphanumeric.688660</a> (TR-Dizin)</span></span></li>",field-name-field-national-articles
mis.bogazici.edu.tr_content_n-ziya-perdahci.html,"KAFKAS KENAN, PERDAHÇI NAZIM ZİYA, AYDIN MEHMET NAFİZ (2020). Ground Truth and Metadata Relationship in SBM Community Detection: School Friendship Network. Yönetim Bilişim Sistemleri Dergisi, 6(1), 79-85",,"<li style=""margin-right:-1px; margin-bottom:10px; margin-left:8px""><span><span>KAFKAS KENAN, PERDAHÇI NAZIM ZİYA, AYDIN MEHMET NAFİZ (2020). Ground Truth and Metadata Relationship in SBM Community Detection: School Friendship Network. Yönetim Bilişim Sistemleri Dergisi, 6(1), 79-85</span></span></li>",field-name-field-national-articles
mis.bogazici.edu.tr_content_n-ziya-perdahci.html,"PERDAHÇI NAZIM ZİYA, AYDIN MEHMET NAFİZ (2020). Using the Network-Based Theory for Monitoring Sustainable Interconnectedness on e-Business. Bilişim Teknolojileri Dergisi (2), 145-155.,https://doi.org/10.17671/gazibtd.647396(TR-Dizin)",https://doi.org/10.17671/gazibtd.647396,"<li style=""margin-left:8px""><span><span>PERDAHÇI NAZIM ZİYA, AYDIN MEHMET NAFİZ (2020). Using the Network-Based Theory for Monitoring Sustainable Interconnectedness on e-Business. Bilişim Teknolojileri Dergisi (2), 145-155., <a href=""https://doi.org/10.17671/gazibtd.647396"" style=""text-decoration:underline"">https://doi.org/10.17671/gazibtd.647396</a> (TR-Dizin)</span></span></li>",field-name-field-national-articles
mis.bogazici.edu.tr_content_n-ziya-perdahci.html,"PERDAHÇI NAZIM ZİYA, YILDIRIM YAKUP SELÇUK (2019). Eğitimde İnteraktif İnfografik Kullanımının Öğrenci Başarı, Tutum ve Motivasyonuna Etkisi. The Turkish Online Journal Design Art and Communication, 9(3), 449-463.,https://doi.org/10.7456/10903100/010(TR-Dizin)",https://doi.org/10.7456/10903100/010,"<li style=""margin-left:8px""><span><span>PERDAHÇI NAZIM ZİYA, YILDIRIM YAKUP SELÇUK (2019). Eğitimde İnteraktif İnfografik Kullanımının Öğrenci Başarı, Tutum ve Motivasyonuna Etkisi. The Turkish Online Journal Design Art and Communication, 9(3), 449-463., <a href=""https://doi.org/10.7456/10903100/010"" style=""text-decoration:underline"">https://doi.org/10.7456/10903100/010</a> (TR-Dizin)</span></span></li>",field-name-field-national-articles
mis.bogazici.edu.tr_content_n-ziya-perdahci.html,"PERDAHÇI NAZIM ZİYA, AYDIN MEHMET NAFİZ, KAFKAS KENAN (2018). Validity Issues in Linked Data Driven IS Research. Acta INFOLOGICA, 2(1), 33-44.,https://doi.org/10.30801/acin.356598",https://doi.org/10.30801/acin.356598,"<li style=""margin-left:8px""><span><span>PERDAHÇI NAZIM ZİYA, AYDIN MEHMET NAFİZ, KAFKAS KENAN (2018). Validity Issues in Linked Data Driven IS Research. Acta INFOLOGICA, 2(1), 33-44., <a href=""https://doi.org/10.30801/acin.356598"" style=""text-decoration:underline"">https://doi.org/10.30801/acin.356598</a></span></span></li>",field-name-field-national-articles
mis.bogazici.edu.tr_content_n-ziya-perdahci.html,"PERDAHÇI NAZIM ZİYA, AYDIN MEHMET NAFİZ, KAFKAS KENAN (2017). Okul Arkadaşlık Ağlarında Karışım Örüntüleri. Acta INFOLOGICA, 1(1), 1-11",,"<li style=""margin-right:-1px; margin-bottom:10px; margin-left:8px""><span><span>PERDAHÇI NAZIM ZİYA, AYDIN MEHMET NAFİZ, KAFKAS KENAN (2017). Okul Arkadaşlık Ağlarında Karışım Örüntüleri. Acta INFOLOGICA, 1(1), 1-11</span></span></li>",field-name-field-national-articles
mis.bogazici.edu.tr_content_n-ziya-perdahci.html,None,,,field-name-field-international-abstracts
mis.bogazici.edu.tr_content_n-ziya-perdahci.html,None,,,field-name-field-national-abstracts
mis.bogazici.edu.tr_content_nazim-taskin.html,Assist. Prof. Dr.(Deputy Head of Department),,,field-name-field-body-computed
mis.bogazici.edu.tr_content_nazim-taskin.html,nazim.taskin@bogazici.edu.tr,,,field-name-field-email
mis.bogazici.edu.tr_content_nazim-taskin.html,B217,,,field-name-field-phone-number
mis.bogazici.edu.tr_content_nazim-taskin.html,None,,,field-name-field-website
mis.bogazici.edu.tr_content_nazim-taskin.html,"Education:Undergraduate:Bogazici Uni.,Management Information Systems, Turkiye.M.A.:Texas A&M International University, Management, USA.Ph.D.:The University of British Columbia (UBC), Information Systems, Canada.",,,field-name-field-education
mis.bogazici.edu.tr_content_nazim-taskin.html,Courses Taught:MIS 433 - Information System Project ManagementMIS 511 - Data Resources ManagementMIS 621 - Data AnalyticsMIS 684 - Special Topic: Theory-Driven & Data-Driven Analytic In ResearchBIS 512 - Database Management SystemsBIS 548 - Information Technology Project Management,,,field-name-field-courses-taught
mis.bogazici.edu.tr_content_nazim-taskin.html,Strategic IS/IT alignment,,<li>Strategic IS/IT alignment</li>,field-name-field-research-interests
mis.bogazici.edu.tr_content_nazim-taskin.html,Decision Making,,<li>Decision Making</li>,field-name-field-research-interests
mis.bogazici.edu.tr_content_nazim-taskin.html,Big Data Analytics,,<li>Big Data Analytics</li>,field-name-field-research-interests
mis.bogazici.edu.tr_content_nazim-taskin.html,Knowledge Management,,<li>Knowledge Management</li>,field-name-field-research-interests
mis.bogazici.edu.tr_content_nazim-taskin.html,Enterprise Systems,,<li>Enterprise Systems</li>,field-name-field-research-interests
mis.bogazici.edu.tr_content_nazim-taskin.html,Machine Learning,,<li>Machine Learning</li>,field-name-field-research-interests
mis.bogazici.edu.tr_content_nazim-taskin.html,Artificial Intelligence,,<li>Artificial Intelligence</li>,field-name-field-research-interests
mis.bogazici.edu.tr_content_nazim-taskin.html,"Okay, N. C., Sencer, A., Taskin, N. (2024). Quantitative Indicators for Environmental and Social Sustainability Performance Assessment of the Supply Chain. Environment, Development and Sustainability, pp. 1-21.https://doi.org/10.1007/s10668-024-05210-3",https://doi.org/10.1007/s10668-024-05210-3,"<li>Okay, N. C., Sencer, A., Taskin, N. (2024). Quantitative Indicators for Environmental and Social Sustainability Performance Assessment of the Supply Chain. Environment, Development and Sustainability, pp. 1-21. <a href=""https://doi.org/10.1007/s10668-024-05210-3"">https://doi.org/10.1007/s10668-024-05210-3</a></li>",field-name-field-international-article
mis.bogazici.edu.tr_content_nazim-taskin.html,"Mi, L., Prentice, C., Taskin, N., & Pauleen, D. (2024). Demystifying intuitional and rational decision-marking – symmetrical and asymmetrical analysis. Australasian Marketing Journal.",,"<li>Mi, L., Prentice, C., Taskin, N., &amp; Pauleen, D. (2024). Demystifying intuitional and rational decision-marking – symmetrical and asymmetrical analysis. Australasian Marketing Journal.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_nazim-taskin.html,"Wittenberg, H., Eweje, G., Forsyth, D., & Taskin, N. (2023). Different perspectives on engagement, where to from here? A systematic literature review. International Journal of Management Reviews.https://doi.org/10.1111/ijmr.12361.",https://doi.org/10.1111/ijmr.12361,"<li>Wittenberg, H., Eweje, G., Forsyth, D., &amp; Taskin, N. (2023). Different perspectives on engagement, where to from here? A systematic literature review. International Journal of Management Reviews. <a href=""https://doi.org/10.1111/ijmr.12361"">https://doi.org/10.1111/ijmr.12361</a>.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_nazim-taskin.html,"Weerasinghe, K., Pauleen, D., Taskin, N., & Scahill, S. (2023). Alignment of Big Data Perceptions Across Levels in Healthcare: The case of New Zealand. Australasian Journal of Information Systems, 27.https://doi.org/10.3127/ajis.v27i0.4067.",https://doi.org/10.3127/ajis.v27i0.4067,"<li>Weerasinghe, K., Pauleen, D., Taskin, N., &amp; Scahill, S. (2023). Alignment of Big Data Perceptions Across Levels in Healthcare: The case of New Zealand. Australasian Journal of Information Systems, 27. <a href=""https://doi.org/10.3127/ajis.v27i0.4067"">https://doi.org/10.3127/ajis.v27i0.4067</a>.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_nazim-taskin.html,"Cho, Y.K., Sutton, C.L., and Taskin, N. (2023). Positive Relationships between Service Performance and Social Media Use in Internet Retailing: Does Information Symmetry Matter? Contemporary Management Research, 19(3), 207-233.",,"<li>Cho, Y.K., Sutton, C.L., and Taskin, N. (2023). Positive Relationships between Service Performance and Social Media Use in Internet Retailing: Does Information Symmetry Matter? Contemporary Management Research, 19(3), 207-233.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_nazim-taskin.html,"Huang, Y.M., Pauleen, D.J., Scahill, S., and Taskin, N. (2023). A Model of Information Seeking Strategies for Laypeople in Healthcare Decision Making. Whitireia Journal of Nursing, Health and Social Services, 30, 10–27.https://doi.org/10.34074/whit.3001",https://doi.org/10.34074/whit.3001,"<li>Huang, Y.M., Pauleen, D.J., Scahill, S., and Taskin, N. (2023). A Model of Information Seeking Strategies for Laypeople in Healthcare Decision Making. Whitireia Journal of Nursing, Health and Social Services, 30, 10–27. <a href=""https://doi.org/10.34074/whit.3001"">https://doi.org/10.34074/whit.3001</a></li>",field-name-field-international-article
mis.bogazici.edu.tr_content_nazim-taskin.html,"Duran, G., Onbasi, H., Besli, S.H., Taskin, N., Tartuk, M., Nurdag, F.T. (2023). To Satisfy or not to Satisfy the Customer: A Machine Learning Perspective. European European Chemical Bulletin, 12(4). doi: 10.48047/ecb/2023.12.si4.1510.",,"<li>Duran, G., Onbasi, H., Besli, S.H., Taskin, N., Tartuk, M., Nurdag, F.T. (2023). To Satisfy or not to Satisfy the Customer: A Machine Learning Perspective. European European Chemical Bulletin, 12(4). doi: 10.48047/ecb/2023.12.si4.1510.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_nazim-taskin.html,"Dadich, A., Wells, R., Williams, S., Taskin, N., Coskun, M., Grenier, C., Ponsignon, F., Scahill, S., and Best, S. (2023). Cues disseminated by professional associations that represent five healthcare professions across five nations: A lexical analysis of tweets. Journal of Medical Internet Research.",,"<li>Dadich, A., Wells, R., Williams, S., Taskin, N., Coskun, M., Grenier, C., Ponsignon, F., Scahill, S., and Best, S. (2023). Cues disseminated by professional associations that represent five healthcare professions across five nations: A lexical analysis of tweets. Journal of Medical Internet Research.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_nazim-taskin.html,"Yu, J., Taskin, N., Nguyen, C. P., Li, J., & Pauleen, D. (2022). Investigating the Determinants of Big Data Analytics Adoption in Decision Making: An Empirical Study in New Zealand, China, and Vietnam. Pacific Asia Journal of the Association for Information Systems. 14(4), 3, 62-99.https://doi:10.17705/1pais.14403.",https://doi:,"<li>Yu, J., Taskin, N., Nguyen, C. P., Li, J., &amp; Pauleen, D. (2022). Investigating the Determinants of Big Data Analytics Adoption in Decision Making: An Empirical Study in New Zealand, China, and Vietnam. Pacific Asia Journal of the Association for Information Systems. 14(4), 3, 62-99. <a href=""https://doi:"">https://doi:</a> 10.17705/1pais.14403.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_nazim-taskin.html,"Ceken, B., & Taskin, N. (2022). Multimedia learning principles in different learning environments: A systematic review. Smart Learning Environments, 9(1), 1-22.https://doi.org/10.1186/s40561-022-00200-2.",https://doi.org/10.1186/s40561-022-00200-2,"<li>Ceken, B., &amp; Taskin, N. (2022). Multimedia learning principles in different learning environments: A systematic review. Smart Learning Environments, 9(1), 1-22. <a href=""https://doi.org/10.1186/s40561-022-00200-2"">https://doi.org/10.1186/s40561-022-00200-2</a>.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_nazim-taskin.html,"Wang, W., Pauleen, D., & Taskin, N. (2022). Enterprise Systems, Emerging Technologies, and The Data-driven Knowledge Organisation. Knowledge Management Research & Practice. 20(1), 1-13.https://doi.org/10.1080/14778238.2022.2039571.",https://doi.org/10.1080/14778238.2022.2039571,"<li>Wang, W., Pauleen, D., &amp; Taskin, N. (2022). Enterprise Systems, Emerging Technologies, and The Data-driven Knowledge Organisation. Knowledge Management Research &amp; Practice. 20(1), 1-13. <a href=""https://doi.org/10.1080/14778238.2022.2039571"">https://doi.org/10.1080/14778238.2022.2039571</a>.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_nazim-taskin.html,"Weerasinghe, K., Scahill, S., Pauleen, D., and Taskin, N. (2022). Big Data Analytics for Clinical Decision Making: Understanding Health Sector Perceptions of Policy and Practice. Technological Forecasting & Social Change. 174, 121222.https://doi.org/10.1016/j.techfore.2021.121222.",https://doi.org/10.1016/j.techfore.2021.121222,"<li>Weerasinghe, K., Scahill, S., Pauleen, D., and Taskin, N. (2022). Big Data Analytics for Clinical Decision Making: Understanding Health Sector Perceptions of Policy and Practice. Technological Forecasting &amp; Social Change. 174, 121222. <a href=""https://doi.org/10.1016/j.techfore.2021.121222"">https://doi.org/10.1016/j.techfore.2021.121222</a>.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_nazim-taskin.html,"Jafarzadeh, H., Pauleen, D. J., Abedin, E., Weerasinghe, K., Taskin, N., & Coskun, M. (2021). Making sense of COVID-19 over time in New Zealand: Assessing the public conversation using Twitter. Plos One, 16(12), e0259882.https://doi.org/10.1371/journal.pone.0259882.",https://doi.org/10.1371/journal.pone.0259882,"<li>Jafarzadeh, H., Pauleen, D. J., Abedin, E., Weerasinghe, K., Taskin, N., &amp; Coskun, M. (2021). Making sense of COVID-19 over time in New Zealand: Assessing the public conversation using Twitter. Plos One, 16(12), e0259882. <a href=""https://doi.org/10.1371/journal.pone.0259882"">https://doi.org/10.1371/journal.pone.0259882</a>.</li>",field-name-field-international-article
